Text;finals;last_word
Да якщо в тебе,;бе;те^бе
Гей, гей, грошей жбан,;ан;жба^н
Я за тебе...;бе;те^бе
Я за тебе дочку дам.;ам;да^м
Я за тебе дочку дам,;ам;да^м
Да й за тебе,;бе;те^бе
Гей, гей, дам дочку;ку;дочку^
[Ще й в додачу...];чу;дода^чу
Ще й в додачу наймичку.;ку;наймичку^
– Чорт з тобою, з твой дочкой,;ой;дочко^й
Да чорт з тобою,;ою;тобо^ю
Гей, гей, з твой дочкой;ой;дочко^й
Ще й додачі...;чі;дода^чі
Ще й додачі з наймичкой.;ой;наймичко^й
ОЙ ЗІЙШОВ МІСЯЦЬ, ЗІЙШОВ ЯСНИЙ;ий;я^сний
Ой зійшов місяць, зійшов ясний,;ий;я^сний
Долиною туман лежить.;ть;лежи^ть
Там за долиною – хатина,;на;хати^на
А в хаті тій вогонь горить.;ть;гори^ть
Там за долиною – хатина,;на;хати^на
А в хаті тій вогонь горить.;ть;гори^ть
– Козак не вернеться вже, доню,;ню;до^ню
Лежить він десь в землі сирій...;ій;сирі^й
Як видно, доленька такая,;ая;така^я
Що не судився бути твій.;ій;тві^й
Як видно, доленька такая,;ая;така^я
Що не судився бути твій.;ій;тві^й
Другому рушники чіпляла,;ла;чіпля^ла
Розплела косу русую,;ую;русую^
Дрібні сльози витирала:;ла;витира^ла
Рішала доленьку свою.;ою;свою^
Дрібні сльози витирала:;ла;витира^ла
Рішала доленьку свою.;ою;свою^
НЕ ПІЙДУ ЗАМІЖ ЗА СТАРОГО;го;старо^го
Не пійду заміж за старого,;го;старо^го
Старий не парочка мені,;ні;мені^
Як віддасте мене за нього, –;о ;ньо^го
Я буду жить в сирій землі.;лі;землі^
А там у лісі є хатина,;на;хати^на
Там тускло лампочка горить,;ть;гори^ть
Там мати дочку розважає, –;є ;розважа^є
Дочка зажурена сидить.;ть;сиди^ть
– Одиниця моя ти, доню,;ню;до^ню
Ти в мене квіточка одна,;на;одна^
Не жди, не прийде він додому,;му;додо^му
Його живого вже нема!;ма;нема^
– А може, ще колись вернеться,;ся;верне^ться
А я ще заміж не пійду,;ду;пійду^
Його я буду дожидатись,;сь;дожида^тись
Як не дождуся, то й умру!;ру;умру^
Вже там за лісом сонце сходить,;ть;схо^дить
Майбуть, вже милий мій іде,;де;іде^
На нім сорочка цвіт защитний,;ий;защи^тний
Вона мене з ума зведе!;де;зведе^
КОТИВСЯ МІСЯЦЬ ІЗ-ЗА ХМАРИ;ри;хма^ри
Котився місяць із-за хмари;ри;хма^ри
І всю долину освітив.;ив;освіти^в
Як освітив усю долину,;ну;доли^ну
Та й знов за хмари закотив[сь].;сь;закоти^всь
Як освітив усю долину,;ну;доли^ну
Та й знов за хмари закотив[сь].;сь;закоти^всь
А в тій долині стоїть хата,;та;ха^та
Там в хаті огоньок горить,;ть;гори^ть
Там мати дочку научає,;ає;науча^є
Дочка заплакана сидить.;ть;сиди^ть
Там мати дочку научає,;ає;науча^є
Дочка заплакана сидить.;ть;сиди^ть
– Ой доню ж моя гарна, люба,;ба;лю^ба
Ти в мене донечка одна,;на;одна^
Не жди, не жди козака з бою,;ою;бо^ю
Його живого вже [й] нема.;ма;нема^
Не жди, не жди козака з бою,;ою;бо^ю
Його живого вже [й] нема.;ма;нема^
Багато й декого побила,;ла;поби^ла
Багато й декого нема,;ма;нема^
Багато дівчат війшло заміж,;іж;за^між
А ти чого сидиш одна?;на;одна^
Багато дівчат війшло заміж,;іж;за^між
А ти чого сидиш одна?;на;одна^
На третій вечір всьо затихло,;ло;зати^хло
Не чути матері, дочки,;ки;дочки^
А на четвертий за нелюба;ба;нелю^ба
Давала дівка рушники.;ки;рушники^
А на четвертий за нелюба;ба;нелю^ба
Давала дівка рушники.;ки;рушники^
Давала, слізоньки втирала;ла;втира^ла
І клятву милому дала,;ла;дала^
Аби другого я любила,;ла;люби^ла
Або у гроб іду сама,;ма;сама^
Любити милого другого,;го;друго^го
Або у гроб іду жива.;ва;жива^
ЗАЙДИ, МІСЯЦЬ, ЗАЙДИ, ЯСНИЙ;ий;я^сний
Зайди, місяць, зайди, ясний,;ий;я^сний
За нову комору,;ру;комо^ру
Ой нехай я з своїм милим;им;ми^лим
Тихо поговору.;ру;погово^ру
– Постій, постій, моя мила,;ла;ми^ла
Щось маю казати,;ти;каза^ти
Бо не велить батько й мати;ти;ма^ти
Тебе бідну брати.;ти;бра^ти
– Іди, іди, мій миленький,;ий;миле^нький
Багату шукати,;ти;шука^ти
А я прийду на весілля;ля;весі^лля
До тебе гуляти.;ти;гуля^ти
– Ой як прийдеш на весілля;ля;весі^лля
Та глянеш на мене,;не;ме^не
Покотяться дрібні сльози;зи;сльо^зи
У тебе і в мене!;не;ме^не
А в неділю ранесенько;ко;ранесе^нько
Та всі дзвони ревуть,;ть;ре^вуть
 Молодую дівчиноньку;ку;дівчино^ньку
Вже в гробу везуть.;ть;везу^ть
Ой як мали вже ховати,;ти;хова^ти
Схитнулася труна,;на;тру^на
Молоденький козаченько;ко;козаче^нько
Счорнів, як земля.;ля;земля^
– Розійдіться, люди добрі,;рі;до^брі
Дайте мені стати,;ти;ста^ти
Поцілую неживую, –;ю ;неживу^ю
Бо будуть ховати!;ти;хова^ти
Стоїть батько, стоїть мати;ти;ма^ти
Та посміхаються:;ся;посміха^ються
– За кім, за кім наш синочок;ок;сино^чок
Побивається?;ся;побива^ється
– Бодай тобі, моя мати,;ти;ма^ти
Так легко вмирати,;ти;вмира^ти
Ой як мені, молодому,;му;молодо^му
Її забувати.;ти;забува^ти
Ой умерла моя мила,;ла;ми^ла
Умерла та й лежить,;ть;лежи^ть
А я пійду на чужину;ну;чужи^ну
Сиротою жить!;ть;жи^ть
КОЛИ Б Я МАЛА ОРЛИНІ КРИЛА;ла;кри^ла
Коли б я мала орлині крила,;ла;кри^ла
Коли б я вміла літати,;ти;літа^ти
Я б полетіла на Україну;ну;украї^ну
Свого милого шукати.;ти;шука^ти
Я б полетіла на Україну;ну;украї^ну
Свого милого шукати.;ти;шука^ти
Летіла нічку, летіла другу,;гу;дру^гу
Свого милого не бачу.;чу;ба^чу
Ой сяду, сяду в вишневім саду,;ду;са^ду
Сяду та й гірко заплачу;чу;запла^чу
Ой сяду, сяду в вишневім саду,;ду;са^ду
Сяду та й гірко заплачу;чу;запла^чу
Ой вийшла з хати старая мати,;ти;ма^ти
Вийшла та й сина питає:;ає;пита^є
– Що то за пташка, що за пташина;на;пташи^на
В нашему саду співає?;ає;співа^є
– Що то за пташка, що за пташина;на;пташи^на
В нашему саду співає?;ає;співа^є
– Ой то не пташка, то не пташина;на;пташи^на
В нашому саду співає,;ає;співа^є
Ой то дівчина чорнобровая;ая;чорноброва^я
Свого милого шукає.;ає;шука^є
Ой то дівчина чорнобровая;ая;чорноброва^я
Свого милого шукає.;ає;шука^є
ОЙ В САДУ, В САДУ;ду;саду^
Ой в саду, ой в саду,;ду;саду^
Під яблінкою,;ою;яблінкою^
Там сидів голуб;уб;голу^б
Із голубкою.;ою;голубкою^
Там сидів голуб;уб;голу^б
Із голубкою.;ою;голубкою^
Надлетів орел;ел;оре^л
З чорної хмари,;ри;хмари^
Розбив-розлучив;ив;розбиврозлучи^в
Голубів з пари,;ри;пари^
Розбив-розлучив;ив;розбиврозлучи^в
Голубів з пари,;ри;пари^
Ой голуба вбив,;ив;вби^в
Лишив голубку,;ку;голубку^
Та й взяв голубку;ку;голубку^
За свою любку;ку;любку^
Та й взяв голубку;ку;голубку^
За свою любку;ку;любку^
Сипит голубці;ці;голубці^
"Жита, пшениці;";ці;пшениці^
Жита-пшениці,;ці;житапшениці^
Лляє водиці.;ці;водиці^
Жита-пшениці,;ці;житапшениці^
Лляє водиці.;ці;водиці^
– Ой їж, голубко,;ко;голубко^
Ой пий, голубко,;ко;голубко^
Ой пий, голубко,;ко;голубко^
Ти моя любко.;ко;любко^
Ой пий, голубко,;ко;голубко^
Ти моя любко.;ко;любко^
– Не буду їсти,;ти;їсти^
Не буду пити,;ти;пити^
– Нема голуба;ба;голуба^
– Нема з ким жити.;ти;жити^
– Нема голуба;ба;голуба^
– Нема з ким жити.;ти;жити^
Летит голубців;ів;голубці^в
Тридціть пар і сім,;ім;сі^м
Вибирай собі,;бі;собі^
Котрий голуб твій.;ій;тві^й
Вибирай собі,;бі;собі^
Котрий голуб твій.;ій;тві^й
– Та най їх летит;ит;лети^т
Тридцять пар і сім, –;м ;сі^м
Нема такого,;го;такого^
Як був голуб мій.;ій;мі^й
Нема такого,;го;такого^
Як був голуб мій.;ій;мі^й
В мого голубця;ця;голубця^
Срібнії крильця,;ця;крильця^
Коло серденька;ка;серденька^
Золоті п'юрця.;ця;пюрця^
Коло серденька;ка;серденька^
Золоті п'юрця.;ця;пюрця^
ОЙ ПІД ГОРОЮ;ою;горою^
Ой під горою,;ою;горою^
Під камінною,;ою;камінною^
Там сидів голуб;уб;голу^б
Та із голубкою.;ою;голубкою^
Там сидів голуб;уб;голу^б
Та із голубкою.;ою;голубкою^
Цілувалися,;ся;цілувалися^
Милувалися,;ся;милувалися^
Сизими крильцями;ми;крильця^ми
Обіймалися.;ся;обіймалися^
Сизими крильцями;ми;крильця^ми
Обіймалися.;ся;обіймалися^
Ой десь узявся;ся;узявся^
Стрілець з-за гори,;ри;гори^
Убив голуба,;ба;голуба^
А голубку зловив.;ив;злови^в
Убив голуба,;ба;голуба^
А голубку зловив.;ив;злови^в
Приніс в світлицю,;цю;світлицю^
Сипить пшеницю:;цю;пшеницю^
– Їж же і пий же,;же;же^
Молода вдовице;це;вдови^це
– Їж же і пий же,;же;же^
Молода вдовице.;це;вдови^це
– Як мені їсти,;ти;їсти^
Як мені пити,;ти;пити^
– Який світ широкий,;ий;широ^кий
А нема з ким жити.;ти;жи^ти
– Який світ широкий,;ий;широ^кий
А нема з ким жити.;ти;жи^ти
– Ой є у мене;не;мене^
Сімсот голубів,;ів;голубі^в
– Вибирай собі,;бі;собі^
Який тобі любий.;ий;лю^бий
– Вибирай собі,;бі;собі^
Який тобі любий.;ий;лю^бий
– Ой нехай буде;де;буде^
Сімсот чотири,;ри;чотири^
– Нема такого,;го;такого^
Який був мій милий.;ий;ми^лий
– Нема такого,;го;такого^
Який був мій милий.;ий;ми^лий
А мій миленький;ий;миленьки^й
– Чорнобривенький,;ий;чорнобривеньки^й
Личко рум'яне,;не;румяне^
А сам молоденький.;ий;молоде^нький
Личко рум'яне,;не;румяне^
А сам молоденький.;ий;молоде^нький
Як заговорить,;ть;заговори^ть
Мов дзвін задзвонить,;ть;задзвони^ть
Як засміється –;я ;засміється^
Аж сад розів'ється.;ся;розівється^
Як засміється –;я ;засміється^
Аж сад розів'ється.;ся;розівється^
Позаростали;ли;позаростали^
Тії доріжки,;ки;доріжки^
Де прохожали;ли;прохожали^
Миленького ніжки.;ки;ніжки^
Де прохожали;ли;прохожали^
Миленького ніжки.;ки;ніжки^
Позаростали;ли;позаростали^
Терном-травою,;ою;терномтравою^
Де прохожали ми,;ми;ми^
Серце, з тобою.;ою;тобою^
Де прохожали ми,;ми;ми^
Серце, з тобою.;ою;тобою^
ДЕСЬ УЗЯВСЯ СТРІЛЕЦЬ;ць;стріле^ць
Десь узявся стрілець;ць;стріле^ць
З-за чорної хмари,;ри;хма^ри
Голуба забив він,;ін;ві^н
А голубку забрав.;ав;забра^в
Голуба забив він,;ін;ві^н
А голубку забрав.;ав;забра^в
Зачинив він її;її;її^
У темну темницю,;цю;темни^цю
Насипав він її;її;її^
Ярую пшеницю:;цю;пшени^цю
Насипав він її;її;її^
Ярую пшеницю:;цю;пшени^цю
– Їж, голубка моя,;оя;моя^
Ярую пшеницю,;цю;пшени^цю
Я ж тобі доставлю;лю;доста^влю
Зімнюю водицю.;цю;води^цю
Я ж тобі доставлю;лю;доста^влю
Зімнюю водицю.;цю;води^цю
– Як же мені їсти;ти;ї^сти
Та як мені пити,;ти;пи^ти
Такий світ миленький, –;й ;миле^нький
Немає з кім жити.;ти;жи^ти
Такий світ миленький, –;й ;миле^нький
Немає з кім жити.;ти;жи^ти
ОЙ ХОДИЛА ДІВЧИНОНЬКА;ка;дівчино^нька
Ой ходила дівчинонька;ка;дівчино^нька
Бережком;ом;бережко^м
Та й гонила лебедята;та;лебедя^та
Батижком.;ом;батижко^м
Ой де взявся жвавий хлопець;ць;хло^пець
Ще й стрілець,;ць;стріле^ць
Забив, забив щона(й)кращий;ий;щонайкра^щий
Лебедець.;ць;лебеде^ць
ОЙ НА СТАВУ;ву;ставу^
Ой на ставу,;ву;ставу^
Ой на ставу,;ву;ставу^
Ой на ставу, на ставочку, на воді,;ді;воді^
Там плавали лебедочки, лебеді.;ді;лебеді^
Ой десь ся взяв,;яв;взя^в
Ой десь ся взяв,;яв;взя^в
Ой десь ся взяв бравий хлопець-стрілець,;ць;хлопецьстріле^ць
Ой десь ся взяв бравий хлопець-стрілець,;ць;хлопецьстріле^ць
Він вистрілив;ив;вистріли^в
Він вистрілив;ив;вистріли^в
Та й поцілив у найкраще лебедя.;дя;лебедя^
Та й поцілив у найкраще лебедя.;дя;лебедя^
Посипалось,;сь;посипало^сь
Посипалось,;сь;посипало^сь
Посипалось біле пір'я по воді.;ді;воді^
Посипалось біле пір'я по воді.;ді;воді^
Полилася,;ся;полилася^
Полилася,;ся;полилася^
Полилася кров червона по траві.;ві;траві^
Полилася кров червона по траві.;ві;траві^
Ой тая кров,;ов;кро^в
Ой тая кров,;ов;кро^в
Кров червона – то по травонці роса.;са;роса^
Кров червона – то по травонці роса.;са;роса^
Ой те пір'я,;ря;піря^
Ой те пір'я,;ря;піря^
Ой те пір'я – то дівочая краса.;са;краса^
Ой те пір'я – то дівочая краса.;са;краса^
ОЙ СЯДУ Я КРАЙ ВИКОНЦЯ;ця;вико^нця
Ой сяду я край виконця, гей,;ей;ге^й
Ой сяду я край виконця,;ця;вико^нця
Виглядати чорноморця.;ця;чорномо^рця
ОЙ ВАСИЛЮ, ВАСИЛЕНЬКУ;ку;василе^ньку
Ой Василю, Василеньку,;ку;василе^ньку
Ти людска дитино,;но;дити^но
Їдеш полем сивим конем, –;м ;ко^нем
Дивитися мило.;ло;ми^ло
Ой кінь біжит, земля дрижит,;ит;дрижи^т
Кінь дорогу чує,;ує;чу^є
Ой Бог знає, Бог відає,;ає;ві^дає
Де Василь ночує.;ує;ночу^є
Ой ночує Василенько;ко;василе^нько
В глібокі долині,;ні;доли^ні
Прип’яв коня до явора;ра;яво^ра
В червоні калині.;ні;кали^ні
Добре ж тому коникови;ви;конико^ви
В червоні калині,;ні;кали^ні
А ще лучче Василеви;ви;василе^ви
На мнягкі перині.;ні;пери^ні
Добре ж тому коникови;ви;конико^ви
В калині стояти,;ти;стоя^ти
А ще лучче Василеви;ви;василе^ви
Прийти вечеряти.;ти;вечеря^ти
– Прийди, прийди, Василеньку,;ку;василе^ньку
Прийди вечеряти,;ти;вечеря^ти
Як не прийдеш вечеряти,;ти;вече^ряти
Прийди обідати.;ти;обі^дати
Як не прийдеш вечеряти,;ти;вече^ряти
Прийди обідати,;ти;обі^дати
Як не прийдеш обідати,;ти;обі^дати
Прийди відвідати.;ти;відві^дати
Як не прийдеш відвідати,;ти;відві^дати
Гаразд тобі буде:;де;бу^де
Втонеш, втонеш на пісочку,;ку;пісо^чку
Де й води не буде.;де;бу^де
Йа в неділю пораненько;ко;поране^нько
Прийшла воду брати,;ти;бра^ти
Плине, плине Василенько,;ко;василе^нько
Ні з ким рятувати.;ти;рятува^ти
– Ой нате ж вам, риболовці,;ці;риболо^вці
По чотирі гроші, –;і ;гро^ші
Вирятуйте Василенька,;ка;василе^нька
Бо хлопец хороший.;ий;хоро^ший
Ой нате ж вам, риболовці,;ці;риболо^вці
По пів-золотого,;го;півзолото^го
Вирятуйте Василенька,;ка;василе^нька
Хоць би й неживого.;го;неживо^го
Плине, плине Василенько;ко;василе^нько
В долину плечима,;ма;плечи^ма
За ним, за ним дівчинонька;ка;дівчино^нька
З чорними очима.;ма;очи^ма
Переймили Василенька;ка;василе^нька
Аж межи горами,;ми;гора^ми
Тягнули ж го проти води;ди;во^ди
Сірими волами.;ми;вола^ми
ОЙ КАЗАЛА-С, ДІВЧИНОНЬКО;ко;дівчино^нько
– Ой казала-с, дівчинонько,;ко;дівчино^нько
Що не будеш тужити,;ти;тужи^ти
Як я сяду та й поїду;ду;пої^ду
Государю служити.;ти;служи^ти
Ой виїхав козаченько;ко;козаче^нько
"За новії ворота;";та;воро^та
Не береся дівчиноньки;ки;дівчино^ньки
Ані сон, ні робота.;та;робо^та
Ой виїхав козаченько;ко;козаче^нько
"За жовтії піски;";ки;пі^ски
Біжа’, біжа’ за козаком;ом;коза^ком
Три післанці пішки.;ки;пі^шки
– Ой вернися, козаченьку,;ку;козаче^ньку
Бо батько вмирає.;ає;вмира^є
– Не вернуся – забавлюся,;ся;забавлю^ся
Нехай з Богом почиває.;ає;почива^є
– Ой вернися козаченьку,;ку;козаче^ньку
Бо матінка вмирає.;ає;вмира^є
– Не вернуся – забавлюся,;ся;забавлю^ся
Нехай з Богом спочиває.;ає;спочива^є
– Ой вернися козаченьку,;ку;козаче^ньку
Бо дівчина вмирає.;ає;вмира^є
– Треба конем поспішати,;ти;поспіша^ти
Шоби живу застати.;ти;заста^ти
Ой приїхав козаченько;ко;козаче^нько
На її подвір'я:;ря;подві^ря
Зазвонили в усі дзвони;ни;дзво^ни
На смутнеє весілля.;ля;весі^лля
Ой приїхав козаченько;ко;козаче^нько
Під нову світлицю,;цю;світли^цю
– Лежит, лежит дівчинонька;ка;дівчино^нька
Та на всю стільницю.;цю;стільни^цю
– Ніжки мої біленькії,;ії;біле^нькії
То ж ти ся зложили,;ли;зложи^ли
Як я їхав у солдати,;ти;солда^ти
Ви за мнов виходили.;ли;вихо^дили
Ручки ж мої біленькії,;ії;біле^нькії
Отож ти ся склали,;ли;скла^ли
Як я їхав у солдати,;ти;солда^ти
Ви за мнов ся прощали.;ли;проща^ли
Губки мої пишненькії,;ії;пишне^нькії
То ти ся запишили,;ли;запиши^ли
– Як я їхав у солдати,;ти;солда^ти
– Ви зо мнов говорили.;ли;говори^ли
Очи ж мої чорненькії,;ії;чорне^нькії
То-с ти ся зажмурили,;ли;зажмури^ли
Як я їхав у солдати,;ти;солда^ти
Ви на мене ся дивили.;ли;диви^ли
Брови мої чорненькії,;ії;чорне^нькії
Поморгайте на мене,;не;ме^не
Як я їхав у солдати,;ти;солда^ти
– Ви моргали на мене.;не;ме^не
ЧЕРЕШЕНЬКА ТА Й ВИШЕНЬКА;ка;ви^шенька
– Черешенька та й вишенька,;ка;ви^шенька
Ягідки дрібненькі,;кі;дрібне^нькі
Нащо ми са й полюбили,;ли;полюби^ли
Такі й молоденькі?;кі;молоде^нькі
Полюбили са, полюбили са;са;полюби^лиса
На тяжкії жалі,;лі;жа^лі
Ти лишис са в своїм дому,;му;до^му
А я піду далі.;лі;да^лі
Чи не будеш, моя мила,;ла;ми^ла
За мною тужити,;ти;тужи^ти
Як я сяду та й поїду;ду;пої^ду
Царьови служити?;ти;служи^ти
– Ой ни буду, мій миленький,;ий;миле^нький
Не буду, не буду,;ду;бу^ду
Ти – за гуру, я – за другу,;гу;дру^гу
За тебе й забуду.;ду;забу^ду
Лиш виїхав молод рекрут;ут;ре^крут
За густії лози,;зи;ло^зи
Й обілляли його милу;лу;ми^лу
Дрібненькії сльози.;зи;сльо^зи
Лиш виїхав молод рекрут;ут;ре^крут
За гуру, за гуру,;ру;гу^ру
Носят милу, чорнобриву;ву;чорнобри^ву
По руках неживу.;ву;нежи^ву
Лиш виїхав молод рекрут;ут;ре^крут
За жовтії піски,;ки;пі^ски
Вглядаєца назад себе, –;е ;се^бе
Біжит й посел пішки.;ки;пі^шки
– Ой верниса, молод рекрут,;ут;ре^крут
Мати помирає.;ає;помира^є
– Не вернуса, остануса,;са;остану^са
Нехай спочиває.;ає;спочива^є
– Ой верниса, молод рекрут,;ут;ре^крут
Мила й помирає,;ає;помира^є
Ой верниса, молод рекрут,;ут;ре^крут
Мила й помирає.;ає;помира^є
Ой як затяв ворон коньом,;ом;коньо^м
Йа ніґде не стати,;ти;ста^ти
(і)Шоби милу чорнобриву;ву;чорнобри^ву
Ше живу застати.;ти;заста^ти
Ой приїхав молод рекрут;ут;ре^крут
Під нові ворота,;та;воро^та
Лежит мила чорнобрива,;ва;чорнобри^ва
Краща срібло-злота.;та;сріблозло^та
– Ти ж казала, моя мила,;ла;ми^ла
Не будеш тужити,;ти;тужи^ти
А ти ідеш, молоденька,;ка;молоде^нька
В сиру й землю гнити.;ти;гни^ти
ЧЕРЕШЕНЬКА – НЕ ВИШЕНЬКА;ка;ви^шенька
– Черешенька – не вишенька,;ка;ви^шенька
Ягідки дрібненькі,;кі;дрібне^нькі
Та чого ж ми ся полюбили,;ли;полюби^ли
Такі й молоденькі?;кі;молоде^нькі
Та чого ж ми ся полюбили,;ли;полюби^ли
Такі й молоденькі?;кі;молоде^нькі
Та полюбили, та й полюбили;ли;полюби^ли
На тяжкії жалі,;лі;жа^лі
Ти лишися, як голубка,;ка;голу^бка
А я піду й далі.;лі;да^лі
Ти лишися, як голубка,;ка;голу^бка
А я піду й далі.;лі;да^лі
Та як будеш ти, дівчинонько,;ко;дівчино^нько
За мною тужити,;ти;тужи^ти
Як я сяду та й поїду;ду;пої^ду
Царьові служити?;ти;служи^ти
Як я сяду та й поїду;ду;пої^ду
Царьові служити?;ти;служи^ти
– Ой не буду я тужити,;ти;тужи^ти
Не буду й не буду,;ду;бу^ду
Ти – за гуру, я – за другу,;гу;дру^гу
За тебе забуду.;ду;забу^ду
Ти – за гуру, я – за другу,;гу;дру^гу
За тебе забуду.;ду;забу^ду
Ой виїхав молодий козак;ак;ко^зак
За нові ворота,;та;воро^та
Та не береться дівчиноньку;ку;дівчино^ньку
Ні сон, ні робота;та;робо^та
Та не береться дівчиноньку;ку;дівчино^ньку
Ні сон, ні робота.;та;робо^та
Ой виїхав молодий козак;ак;ко^зак
За темнії ліси,;си;лі^си
Та біжить, біжить за козаком;ом;козако^м
Три післанці пішки.;ки;пі^шки
Та біжить, біжить за козаком;ом;козако^м
Три післанці пішки.;ки;пі^шки
– Ой вернися, молодий козаче,;че;коза^че
Батько помирає.;ає;помира^є
– Не вернуся і зостаюся,;ся;зостаю^ся
З Богом спочивают.;ют;спочива^ют
– Не вернуся і зостаюся,;ся;зостаю^ся
З Богом спочивают.;ют;спочива^ют
– Ой вернися, молодий козаче,;че;коза^че
Дівчина вмирає.;ає;вмира^є
– Треба коньом поспішати,;ти;поспіша^ти
Шоб живу застати.;ти;заста^ти
– Треба коньом поспішати,;ти;поспіша^ти
Шоб живу застати.;ти;заста^ти
Ой приїхав молодий козак;ак;ко^зак
Під новії брами,;ми;бра^ми
Та лежит, лежит дівчинонька;ка;дівчино^нька
На широкій лаві.;ві;ла^ві
Та лежит, лежит дівчинонька;ка;дівчино^нька
На широкій лаві.;ві;ла^ві
– Ти казала, дівчинонько,;ко;дівчино^нько
Не будеш тужити,;ти;тужи^ти
А ти тепер будеш через мене;не;ме^не
В сирій землі гнити.;ти;гни^ти
А ти тепер будеш через мене;не;ме^не
В сирій землі гнити.;ти;гни^ти
ОЙ ЗАЇРЖАВ ЗАГНУЗДАНИЙ;ий;загну^зданий
Ой заїржав загнузданий;ий;загну^зданий
Коник вороненький,;ий;вороне^нький
Виїзджає з України;ни;украї^ни
Козак молоденький.;ий;молоде^нький
Виїзджавши, шапку знявши,;ши;зня^вши
Низенько вклонився:;ся;вклони^вся
– Прощавайте, добрі люди,;ди;лю^ди
Може з кім сварився.;ся;свари^вся
Як заїхав козаченько;ко;козаче^нько
За нові ворота,;та;воро^та
То не бере дівчиноньку,;ку;дівчино^ньку
Ні сон, ні робота.;та;робо^та
Як заїхав козаченько;ко;козаче^нько
За густії лози,;зи;ло^зи
Обілляли дівчиноньку;ку;дівчино^ньку
Та й дрібнії сльози.;зи;сльо^зи
Як виїхав козаченько;ко;козаче^нько
За великі піски,;ки;пі^ски
Як оглянувсь назад себе, –;е ;се^бе
Біжить послан пішки:;ки;пі^шки
– Вернись, козак,;ак;ко^зак
– Вернись, козак,;ак;ко^зак
Матінка вмирає!;ає;вмира^є
– Не вернуся, забарюся,;ся;забарю^ся
Бог дасть, – очуняє!;яє;очуня^є
– Вернись, козак,;ак;ко^зак
– Вернись, козак,;ак;ко^зак
Батенько вмирає!;ає;вмира^є
– Не вернуся, забарюся,;ся;забарю^ся
Бог дасть, – очуняє!;яє;очуня^є
– Вернись, козак,;ак;ко^зак
– Вернись, козак,;ак;ко^зак
Дівчина вмирає!;ає;вмира^є
 – Буду коня бити-гнати,;ти;битигна^ти
Щоб живу застати!;ти;заста^ти
Як виїхав козаченько;ко;козаче^нько
З гори у долину,;ну;доли^ну
Аж там тешуть столярики;ки;столя^рики
Дівці домовину.;ну;домови^ну
– Столярики, столярики,;ки;столя^рики
Кому домовина?;на;домови^на
– Через тебе, вражий сину,;ну;си^ну
Померла дівчина!;на;дівчи^на
КАЛИНА-МАЛИНА;на;калинамали^на
Калина-малина;на;калинамали^на
Схилилася,;ся;схилилася^
Молода дівчина;на;дівчи^на
Журилася.;ся;журилася^
Молода дівчина;на;дівчи^на
Журилася.;ся;журилася^
Молода дівчина;на;дівчи^на
Журилася,;ся;журилася^
Що нещасливая;ая;нещаслива^я
Вродилася.;ся;вродилася^
Що нещасливая;ая;нещаслива^я
Вродилася.;ся;вродилася^
Що нещасливая;ая;нещаслива^я
Вродилася,;ся;вродилася^
Пішла в синє море;ре;мо^ре
– Втопилася.;ся;втопилася^
Пішла в синє море;ре;мо^ре
– Втопилася.;ся;втопилася^
Пішла в синє море;ре;мо^ре
– Втопилася,;ся;втопилася^
А за неї матінка;ка;ма^тінка
Журилася.;ся;журилася^
А за неї матінка;ка;ма^тінка
Журилася.;ся;журилася^
А за нею матінка;ка;ма^тінка
Все жалкує:;ує;жалкує^
– Ніхто мою дочку;ку;до^чку
Не рятує.;ує;рятує^
– Ніхто мою дочку;ку;до^чку
Не рятує.;ує;рятує^
– Не тра’ рятувати,;ти;рятува^ти
Я тут буду,;ду;буду^
Кого вірно люблю;лю;лю^блю
– Не забуду.;ду;забуду^
Кого вірно люблю;лю;лю^блю
– Не забуду.;ду;забуду^
Кого я любила;ла;люби^ла
Вірнесенько, –;о ;вірнесенько^
Того забувати;ти;забува^ти
Труднесенько.;ко;труднесенько^
Того забувати;ти;забува^ти
Труднесенько.;ко;труднесенько^
Як приїхав козак;ак;ко^зак
З України,;ни;україни^
Він прив'язав коня;ня;ко^ня
До калини.;ни;калини^
Він прив'язав коня;ня;ко^ня
До калини.;ни;калини^
– Широка могила,;ла;моги^ла
Розступися,;ся;розступися^
Молода дівчино,;но;дівчи^но
Обізвися.;ся;обізвися^
Молода дівчино,;но;дівчи^но
Обізвися.;ся;обізвися^
Молода дівчино,;но;дівчи^но
Обізвися:;ся;обізвися^
Чи позволиш мені;ні;ме^ні
Женитися?;ся;женитися^
Чи позволиш мені;ні;ме^ні
Женитися?;ся;женитися^
– Женися, козаче,;че;коза^че
У петрівку,;ку;петрівку^
Не бери вдовиці,;ці;вдови^ці
Бери дівку.;ку;дівку^
Не бери вдовиці,;ці;вдови^ці
Бери дівку.;ку;дівку^
Дівка тебе буде;де;бу^де
Шанувати,;ти;шанувати^
За первого мужа;жа;му^жа
Тебе мати;ти;мати^
За первого мужа;жа;му^жа
Тебе мати.;ти;мати^
ОЙ НА ГОРІ СОКІЛ;іл;со^кіл
Ой на горі сокіл,;іл;со^кіл
Да гей, пролітає,;ає;проліта^є
А на морі козак;ак;ко^зак
Потопає.;ає;потопа^є
– Не топись, козаче,;че;коза^че
Да гей, бо загінеш,;еш;загі^неш
