Number of line;Title;Text
4741;;– О, я женитись, 
4742;;А ти топитись, 
4743;;Ти, моя мила, дорога!
4744;;– О, я женитись, 
4745;;А ти топитись, 
4746;;Ти, моя мила, дорога!
4747;;
4748;;– Козаченьку молоденький, 
4749;;Ой та холодная вода. 
4750;;– Я ж тобі кажу:
4751;;Скакай відразу, 
4752;;Ти, моя люба, дорога! 
4753;;– Я ж тобі кажу:
4754;;Скакай відразу, 
4755;;Ти, моя люба, дорога!
4756;;
4757;КОЗАК ВИЇЖДЖАЄ;Козак виїжджає, 
4758;;А дівчина плаче: 
4759;;– Куди їдеш, козаче? 
4760;;– Куди їдеш, козаче? 
4761;;
4762;;– Ой дівчино люба, 
4763;;Їду на Вкраїну, 
4764;;На Вкраїну далеку? 
4765;;На Вкраїну далеку? 
4766;;
4767;;– Козаче-соколю, 
4768;;Возьми мене з собою
4769;;На Вкраїну далеку.
4770;;
4771;;– Ой дівчино люба, 
4772;;Де ми будем там жити, 
4773;;На Вкраїні далекій? 
4774;;На Вкраїні далекій? 
4775;;
4776;;– В степу під вербою, 
4777;;Аби, серце, з тобою, 
4778;;На Вкраїні далекій.
4779;;На Вкраїні далекій.
4780;;
4781;;– Ой дівчино люба, 
4782;;Що ми будем їсти
4783;;На Вкраїні далекій? 
4784;;На Вкраїні далекій? 
4785;;
4786;;– Ой дівчино люба, 
4787;;Що ж ти будеш робити
4788;;На Вкраїні далекій? 
4789;;На Вкраїні далекій? 
4790;;
4791;;– Буду шити, прати, 
4792;;Зеленеє жито жати, 
4793;;Тебе вірно кохати.
4794;;Тебе вірно кохати.
4795;;
4796;ОЙ НА ГОРІ СОСНА;Ой на горі сосна, 
4797;;На долині коршма, 
4798;;А в тії коршмоньці
4799;;П'є три чужоземці.
4800;;
4801;;Їден чужоземец
4802;;Ой п'є та гуляє,
4803;;Другий чужоземец
4804;;На скрипочку грає.
4805;;
4806;;Другий чужоземец
4807;;На скрипочку грає, 
4808;;Третий чужоземец
4809;;Гандзю підмовляє:
4810;;
4811;;– Ходи, Гандзю, з нами, 
4812;;З нами чужинцями, –
4813;;Буде тобі лучче, 
4814;;Як у твої мами.
4815;;
4816;;Ой ти в мами ходиш
4817;;В чорні[й] сердочині,
4818;;В нас будеш ходити 
4819;;В срібнім кормазині.
4820;;
4821;;Ой ти в мами ходиш 
4822;;Боса на морозі, 
4823;;В нас будеш ходити
4824;;Взута на підлозі.
4825;;
4826;;Ой привезли Гандзю 
4827;;До білого жита: 
4828;;– Вернися, Ганнусю, 
4829;;Бігме, будеш бита.
4830;;
4831;;– Ой я не вернуся, 
4832;;– Батечка боюся, 
4833;;Кого вірно люблю, 
4834;;Того тримаюся.
4835;;
4836;;Ой привезли Гандзю 
4837;;К Дунаю до кладки: 
4838;;– Ой вернися, Гандзю, 
4839;;До рідної матки.
4840;;
4841;;– Ой я не вернуся, 
4842;;Матінки боюся, 
4843;;Кого сподобала, 
4844;;Того тримаюся.
4845;;
4846;;Ой привезли Гандзю
4847;;Д’ зеленого дуба: 
4848;;– Вернися, Ганнусю:
4849;;Ти наша нелюба.
4850;;
4851;;– Ой я не вернуся, 
4852;;Бо роду боюся, 
4853;;Кого сподобала, 
4854;;Того тримаюся.
4855;;
4856;;Прив'язали Гандзю
4857;;До сосни плечима, 
4858;;До сосни плечима, 
4859;;В темний ліс очима.
4860;;
4861;;Викресали вогню
4862;;З чорного креміння,
4863;;Підпалили сосну 
4864;;З верха до коріння.
4865;;
4866;;Як соснонька тліє, 
4867;;Ганнусенька мліє, 
4868;;Як сосна палає, –
4869;;Ганнуся вмерає.
4870;;
4871;;Ой на сосні горит, 
4872;;Ганнуся говорит: 
4873;;– Хто в полі ночує, 
4874;;Най мій голос чує.
4875;;
4876;;Ой хто діти має, 
4877;;Той най научає, 
4878;;Най по захід сонця
4879;;В коршму не пускає.
4880;;
4881;;Мене мати мала. 
4882;;Та й в коршму пускала, 
4883;;Тепер через неї
4884;;Дарма пропадаю.
4885;;
4886;ЇХАЛИ КОЗАКИ;Їхали козаки
4887;;Із Дону додому, 
4888;;Підманули Галю, 
4889;;Забрали з собою. 
4890;;Ой ти, Галю, 
4891;;Галю молодая, 
4892;;Підманули Галю, 
4893;;Забрали з собою.
4894;;
4895;;– Поїдь, Галю, з нами,
4896;;З нами, козаками, 
4897;;Буде тобі лучче, 
4898;;Як в рідньої мами. 
4899;;Ой ти, Галю, 
4900;;Галю молодая, 
4901;;Буде тобі лучче, 
4902;;Як в рідньої мами.
4903;;
4904;;Та й повезли Галю
4905;;Густими лісами, 
4906;;Прив'язали Галю
4907;;До сосни косами. 
4908;;Ой ти, Галю, 
4909;;Галю молодая, 
4910;;Прив'язали Галю
4911;;До сосни косами.
4912;;
4913;;Та й пішли до лісу, 
4914;;Назбирали хмизу, 
4915;;Підпалили сосну
4916;;Із верху й до низу. 
4917;;Ой ти, Галю, 
4918;;Галю молодая, 
4919;;Підпалили сосну
4920;;Із верху й до низу.
4921;;
4922;;Сосна догорає, 
4923;;Галя промовляє: 
4924;;– Хто в лісі почує, 
4925;;Нехай поратує.
4926;;Ой ти, Галю, 
4927;;Галю молодая, 
4928;;Хто в лісі почує, 
4929;;Нехай поратує.
4930;;
4931;;Хто в лісі ночує, 
4932;;Нехай Галю чує, 
4933;;Мене, молодую, 
4934;;Нехай поратує. 
4935;;Ой ти, Галю, 
4936;;Галю молодая, 
4937;;Мене, молодую, 
4938;;Нехай поратує.
4939;;
4940;;А хто дочки має,
4941;;Нехай научає,
4942;;По заході сонця
4943;;Гулять не пускає.
4944;;Ой ти, Галю,
4945;;Галю молодая,
4946;;По заході сонця
4947;;Гулять не пускає.
4948;;
4949;А ДІВЧИНА ГАЛЬКА;А дівчина Галька, гей!
4950;;Зимну воду брала,
4951;;Зимну воду брала,
4952;;Марка сподобала.
4953;;
4954;;– Сватай мене, Марку, гей!
4955;;Сватай м'я, небоже,
4956;;Сватай м'я, небоже,
4957;;Бо ти хлопець гожий.
4958;;
4959;;– Як же тебе сватать, гей!
4960;;Не позволить мати,
4961;;Не позволить мати,
4962;;Підем мандрувати.
4963;;
4964;;На коника сіли, гей!
4965;;Виїхали в поле,
4966;;Стрілися татари,
4967;;Марка зарубали.
4968;;
4969;;Марка зарубали, гей!
4970;;Коника забрали,
4971;;А дівчину Гальку
4972;;В неволю виддали.
4973;;
4974;;– Не плач, стара ненько, гей!
4975;;Не плач, не журися,
4976;;Бо вже твій син Марко
4977;;В полі оженився.
4978;;
4979;;А вже твій син Марко, гей!
4980;;В полі оженився, –
4981;;Взяв собі жіночку –
4982;;В полі могилочку.
4983;;
4984;ОЙ У ПОЛІ НА РОЗДОЛЛІ;Ой у полі, на роздоллі, 
4985;;Пасла Гандзя воли й коні. 
4986;;Пасла Гандзя воли й коні. 
4987;;
4988;;Пасла вона й загубила, 
4989;;В чистім поли заблудила. 
4990;;В чистім поли заблудила. 
4991;;
4992;;Ой в Кам'янци, на риночку, 
4993;;П'ют ляшеньки горілочку. 
4994;;П'ют ляшеньки горілочку. 
4995;;
4996;;Ой п'ют вони, розливают, 
4997;;Собі Гандзю підмовляют. 
4998;;Собі Гандзю підмовляют. 
4999;;
5000;;– Ой ходи ти, Гандзю, з нами, 
5001;;Буде тобі, як у мами. 
5002;;Буде тобі, як у мами. 
5003;;
5004;;Дурна Гандзя послухала, 
5005;;Сіла з ляшком поїхала. 
5006;;Сіла з ляшком поїхала. 
5007;;
5008;;Ой в неділю на світочку
5009;;Ходит ненька по риночку. 
5010;;Ходит ненька по риночку. 
5011;;
5012;;– Ой сусіди, сусідочки, 
5013;;Не виділи Гандзі-дочки? 
5014;;Не виділи Гандзі-дочки? 
5015;;
5016;;– Гандзя ляшків послухала
5017;;Та й із ними поїхала. 
5018;;Та й із ними поїхала. 
5019;;
5020;;Прийшла мати до кімнати, 
5021;;Стала синів розбуджати. 
5022;;Стала синів розбуджати. 
5023;;
5024;;– Ой ви, сини молодії, 
5025;;Беріт коні воронії. 
5026;;Беріт коні воронії. 
5027;;
5028;;Беріт коні, їдьте шляшком, 
5029;;Доганяйте Гандзю з ляшком. 
5030;;Доганяйте Гандзю з ляшком. 
5031;;
5032;;Їден їде дорогою, 
5033;;Другий їде дібровою. 
5034;;Другий їде дібровою. 
5035;;
5036;;Третий їде битим шлячком, 
5037;;Доганяє Гандзю з ляшком.
5038;;Доганяє Гандзю з ляшком.
5039;;
5040;;Догонили Гандзю з ляшком, –
5041;;Сидит Гандзя в сріблі-златі. 
5042;;Сидит Гандзя в сріблі-златі. 
5043;;
5044;;Питаються браття сестри: 
5045;;– Ой ти, сестро, сестро наша, 
5046;;– Ой ти, сестро, сестро наша, 
5047;;
5048;;Ой ти, сестро, сестро наша, 
5049;;Де ти діла красу з лиця? 
5050;;Де ти діла красу з лиця? 
5051;;
5052;;– Ой я ляшка полюбила, –
5053;;Красу з лиця загубила. 
5054;;Красу з лиця загубила. 
5055;;
5056;;Брати ляшка порубали, 
5057;;Срібло-злато все забрали. 
5058;;Срібло-злато все забрали. 
5059;;
5060;ОЙ ДВА БРАТЧИКИ;Ой два братчики 
5061;;Сіно косили, 
5062;;Сестра Ганнуся 
5063;;Їсти носила.
5064;;
5065;;Несла Ганночка
5066;;Двом братам їсти, 
5067;;Здибала її
5068;;Трох нежонатих.
5069;;
5070;;Дали Ганнусі 
5071;;Коні тримати, 
5072;;А самі сіли,
5073;; – Обід іззіли.
5074;;
5075;;Вздріла Ганночка, 
5076;;Що неправдочка, 
5077;;Пустила коня
5078;;В чистеє поле.
5079;;
5080;;Сама втонула 
5081;;В синєє море, 
5082;;А як тонула, –
5083;;Не повірила.
5084;;
5085;;– В керници води
5086;;Щоби не брати, 
5087;;В березі глини, 
5088;;Щоб не копати.
5089;;
5090;;Під лісом терен, 
5091;;Щоби не рвати, 
5092;;В лузі калини, 
5093;;Щоб не ломати.
5094;;
5095;;Траву в долинах, 
5096;;Щоб не косити... 
5097;;В кирниці вода – 
5098;;Ганнина врода
5099;;
5100;;В березі глина – 
5101;;Ганнине тіло, 
5102;;Під лісом терен – 
5103;;Ганнині очи,
5104;;
5105;;В лузі калина – 
5106;;Ганнине личко, 
5107;;В долинах трави – 
5108;;Ганнині коси.
5109;;
5110;;Де Ганя впала ,–
5111;;Там дерево стала. 
5112;;Де ноги впали, –
5113;;Пороги стали.
5114;;
5115;;Де руки впали, –
5116;;Там свічі стали, 
5117;;Де коси впали, –
5118;;Престоли стали.
5119;;
5120;ЇХАВ КОЗАК З УКРАЇНИ;Їхав козак з України 
5121;;Та й вступив на Подолля. 
5122;;Гей, а там на Подолю, 
5123;;Там жиє бідна вдова.
5124;;
5125;;Хто вдовоньку та ізрадит, –
5126;;Щастя й долі не втратит. 
5127;;Гей, хто ж дівчину зрадит, –
5128;;Щастя й доленьку втратит.
5129;;
5130;;Молоденький козаченько
5131;;Та на те не вважає, 
5132;;Гей, зaвів під калину, 
5133;;Звів з розуму дівчину.
5134;;
5135;;Ой як дівчиноньку звів він, 
5136;;"Та на коника сів він;"
5137;;Гей, на конику линув, 
5138;;Сто червінців викинув:
5139;;
5140;;– Ой на тобі, дівчинонько, 
5141;;Сто червінців в надію. 
5142;;Гей, та вставай раненько, 
5143;;Прибирайся гарненько.
5144;;
5145;;Збиралася дівчинонька
5146;;Зрання аж до вечора. 
5147;;Гей, гляне у дзеркальце, –
5148;;Не така, як учера.
5149;;
5150;;Вчера була дівчинонька, 
5151;;Як червона калина, 
5152;;Гей, а ниньки дівчина, 
5153;;Як та жовтая глина.
5154;;
5155;;Ввійшов козак до коршмоньки 
5156;;"Так, як панська дитина;"
5157;;Гей, ведут їго із коршмоньки, 
5158;;Та як вражого сина.
5159;;
5160;;На козаку жупан рясний, 
5161;;Та аж слід замітає. 
5162;;Гей, на стану ’му пояс
5163;;Так, як жар, притахає.
5164;;
5165;;На козаку жупан рясний, 
5166;;Та аж слід замітає. 
5167;;Гей, на голові шапка
5168;;Так, як мак, процвитає.
5169;;
5170;СВІТИ, МІСЯЧЕНЬКУ;Світи, місяченьку, 
5171;;Та світи на всьо поле, 
5172;;Світи на всьо поле
5173;;Та й нашому панови.
5174;;Світи на всьо поле
5175;;Та й нашому панови.
5176;;
5177;;Світи на всьо поле
5178;;Та й нашому панови, 
5179;;Нашому панови, 
5180;;Як іде до розмови.
5181;;Нашому панови, 
5182;;Як іде до розмови.
5183;;
5184;;Нашому панови, 
5185;;Як іде до розмови, 
5186;;Іде до розмови 
5187;;Та й ся коника радит.
5188;;Іде до розмови 
5189;;Та й ся коника радит.
5190;;
5191;;Іде до розмови 
5192;;Та й ся коника радит: 
5193;;– Порадь мене, коню, 
5194;;Як би-м дівчину зрадив.
5195;;– Порадь мене, коню, 
5196;;Як би-м дівчину зрадив.
5197;;
5198;;– Хто дівчат зраджає, 
5199;;Щастя, долі не має,
5200;;Хто дівчат зраджає, 
5201;;Щастя, долі не має.
5202;;Хто дівчат зраджає, 
5203;;Щастя, долі не має.
5204;;
5205;;Пан коня не слухав, 
5206;;До дівчини поїхав, 
5207;;Пан коня не слухав, 
5208;;До дівчини поїхав.
5209;;Пан коня не слухав, 
5210;;До дівчини поїхав.
5211;;
5212;;Провів він дівчину 
5213;;Під зелену ялину, 
5214;;Ой таки ж він зрадив 
5215;;Молодую дівчину.
5216;;Ой таки ж він зрадив 
5217;;Молодую дівчину.
5218;;
5219;;Ой дав він дівчині
5220;;Сто червоних на бинду: 
5221;;– Мили ся біленько, 
5222;;Ходи, серце, хорошенько.
5223;;– Мили ся біленько, 
5224;;Ходи, серце, хорошенько.
5225;;
5226;;– Милила личенько
5227;;Від раня до вечора, 
5228;;Не таке личенько, 
5229;;Ох, як було й учора.
5230;;Не таке личенько, 
5231;;Ох, як було й учора.
5232;;
5233;;Перше було личко, 
5234;;Як червона калина, 
5235;;А тепер такоє, 
5236;;Як тая біла глина.
5237;;А тепер такоє, 
5238;;Як тая біла глина.
5239;;
5240;;Перше було личко, 
5241;;Як червоная рожа, 
5242;;А тепер такоє, 
5243;;Як та вода негожа.
5244;;А тепер такоє, 
5245;;Як та вода негожа.
5246;;
5247;;Нагнівалась на мене
5248;;Моя рідная мати, 
5249;;Сім неділь лежала-м
5250;;Та й не ввійшла до хати.
5251;;Сім неділь лежала-м
5252;;Та й не ввійшла до хати.
5253;;
5254;;Нагнівалась на мене
5255;;Моя рідная сестра, 
5256;;Сім неділь лежала-м, 
5257;;Води міні не принесла.
5258;;Сім неділь лежала-м, 
5259;;Води міні не принесла.
5260;;
5261;ОЙ ТАМ БІЛЯ РІЧКИ;Ой там біля річки, 
5262;;Ой там біля броду
5263;;Кликав козак дівку
5264;;В новую комору.
5265;;Кликав козак дівку
5266;;В новую комору.
5267;;
5268;;– Не пійду, козаче, 
5269;;Не пійду, соколю, 
5270;;Бо ще молоденька, 
5271;;Боюсь поговору.
5272;;Бо ще молоденька, 
5273;;Боюсь поговору.
5274;;
5275;;– Не бійся, дічино, 
5276;;Не бійся, нічого, 
5277;;Я хлопець молодий, 
5278;;Не зрадив нікого.
5279;;Я хлопець молодий, 
5280;;Не зрадив нікого.
5281;;
5282;;Не зрадив нікого, 
5283;;Й дитини малої, 
5284;;Не зраджу я й тебе, 
5285;;Дівки молодої.
5286;;Не зраджу я й тебе, 
5287;;Дівки молодої.
5288;;
5289;;Не спала я нічку, 
5290;;Не спала я другу, 
5291;;На третю[ю] нічку
5292;;Лягла та й заснула.
5293;;На третю[ю] нічку
5294;;Лягла та й заснула.
5295;;
5296;;На третюю нічку
5297;;Лягла та й заснула, 
5298;;Козак насміявся, –
5299;;Дівчина не чула.
5300;;Козак насміявся, –
5301;;Дівчина не чула.
5302;;
5303;;Прокинулась дівка, 
5304;;Як рибочка в’ється, 
5305;;Козак молоденький
5306;;Лежить та й сміється.
5307;;Козак молоденький
5308;;Лежить та й сміється.
5309;;
5310;;– На тобі, дівчино, 
5311;;Сто рублів на мило, 
5312;;Сто рублів на мило, 
5313;;А двісті на пиво.
5314;;Сто рублів на мило, 
5315;;А двісті на пиво.
5316;;
5317;;Милом намиляйся, 
5318;;Пивом напивайся, 
5319;;Щоб краса не спала, 
5320;;Щоб мати не знала.
5321;;Щоб краса не спала, 
5322;;Щоб мати не знала.
5323;;
5324;;– Хай тебе вмиває
5325;;Лихая година, 
5326;;Від мене відмови[-]лася
5327;;Вся родина.
5328;;Від мене відмови[-]лася
5329;;Вся родина.
5330;;
5331;;Ой Боже мій, Боже, 
5332;;Що я наробила?
5333;;Я свою родину
5334;;Навік засмутила.
5335;;Я свою родину
5336;;Навік засмутила.
5337;;
5338;;Засмутився батько, 
5339;;Засмутилась мати, 
5340;;Засмутивсь той хлопець, 
5341;;Що мав мене брати!
5342;;Засмутивсь той хлопець, 
5343;;Що мав мене брати!
5344;;
5345;ЇХАВ КОЗАК, ЇХАВ;Їхав козак, їхав, 
5346;;Та й з дороги збився, 
5347;;Вороному коню
5348;;Вороному коню 
5349;;На гриву схилився.
5350;;Вороному коню 
5351;;На гриву схилився.
5352;;
5353;;– Вези мене, коню, 
5354;;Та в чистеє поле, 
5355;;Ой там моя мила, 
5356;;Ой там моя мила, 
5357;;Пшениченьку поле.
5358;;Ой там моя мила, 
5359;;Пшениченьку поле.
5360;;
5361;;Там вона поле та
5362;;Кукіль вибирає, 
5363;;Вороному коню 
5364;;Вороному коню 
5365;;На гриву кидає.
5366;;Вороному коню 
5367;;На гриву кидає.
5368;;
5369;;– Кидай, дівчинонько, 
5370;;Кукіль вибирати, 
5371;;Бери козаченька 
5372;;Бери козаченька 
5373;;Та й веди до хати.
5374;;Бери козаченька 
5375;;Та й веди до хати.
5376;;
5377;;Бери козаченька
5378;;Та й веди до хати, 
5379;;Стели білу постіль 
5380;;Стели білу постіль 
5381;;Та й положи спати.
5382;;Стели білу постіль 
5383;;Та й положи спати.
5384;;
5385;;Дівчинонька лягла
5386;;Ще й міцно заснула,
5387;;Козак насміявся, 
5388;;Козак насміявся, 
5389;;Дівчина не чула.
5390;;Козак насміявся, 
5391;;Дівчина не чула.
5392;;
5393;;Козак із армії
5394;;Дрібні листи пише
5395;;До теї дівчини,
5396;;До теї гарної,
5397;;Що дитя колише.
5398;;До теї гарної,
5399;;Що дитя колише.
5400;;
5401;;Що дитя колише,
5402;;Що думу думає:
5403;;– Ізвів мене козак, 
5404;;– Ізвів мене козак, 
5405;;Скарай його, Боже!
5406;;– Ізвів мене козак, 
5407;;Скарай його, Боже!
5408;;
5409;Я ДУМАЛА;| : Я думала, 
5410;;Що то місяць сходи, :|
5411;;|: То мій [милий]
5412;;По риночку ходи, :|
5413;;
5414;;|: За собою
5415;;Ворон коня води, :|
5416;;|: В правій руці сиву
5417;;Шапку носи, :|
5418;;|: В свого пана
5419;;Додому ся проси: :|
5420;;
5421;;– Пусти мене, 
5422;;Мій пане, додому, 
5423;;Плаче, тужит 
5424;;Дівчина за мною.
5425;;
5426;;– Нехай плаче, 
5427;;Вона перетужи, 
5428;;Йа не пустю, 
5429;;Доки не відслужиш.
5430;;
5431;;– Як не будеш, 
5432;;Мій пане, пускати, 
5433;;То я буду 
5434;;Ночую втікати.
5435;;
5436;;– Як ти будеш н
5437;;Нoчую втікати,
5438;; |: То я скажу 
5439;;Й коні посідлати, :|
5440;;
5441;;|: Скажу й тебе
5442;;Козакам злапати, :| 
5443;;Скажу тебе
5444;;В кайдани вкувати.
5445;;
5446;;– Не куй мене, 
5447;;Мій пане, в кайдани, 
5448;;Прикуй мене
5449;;В шинькарки до лавки.
5450;;
5451;;Бо в шинькарки 
5452;;Є шо їсти й пити, 
5453;;Бо в шинькарки 
5454;;Є с ким говорити.
5455;;
5456;;Бо в шинькарки 
5457;;Є мед і горівка, 
5458;;Бо в шинькарки 
5459;;Єсть хороша дівка.
5460;;
5461;;Йа шинькарка 
5462;;Свою дочку била: 
5463;;– Де ж ти, доню, 
5464;;Вінок загубила?
5465;;
5466;;– На Дунаю 
5467;;Полотно білила, 
5468;;Там я, мамцю, 
5469;;Вінок загубила.
5470;;
5471;;Як над’їхав
5472;;Козак молоденький, 
5473;;Здоймив з мене
5474;;Вінок зелененький.
5475;;
5476;;Як над’їхав
5477;;Козак з бородою, 
5478;;Поплив же мій
5479;;Віночок з водою.
5480;;
5481;Я ДУМАЛА;Я думала, 
5482;;Що то місяць сходе, 
5483;;А то милий
5484;;По риночку ходе.
5485;;
5486;;А то милий
5487;;По риночку ходе, 
5488;;Свого коня
5489;;За поводи воде.
5490;;
5491;;Свого коня
5492;;По риночку воде, 
5493;;В свого пана
5494;;Милостині просе:
5495;;
5496;;– Пусти мене, 
5497;;Мій пане, додому, – 
5498;;Захворіла
5499;;Лошадь підо мною.
5500;;
5501;;Захворіла 
5502;;Лошадь підо мною, 
5503;;Затужила
5504;;Дівчина за мною.
5505;;
5506;;– Нехай туже, 
5507;;Вона перетуже, 
5508;;Нехай козак
5509;;Хоч року дослуже.
5510;;
5511;;– Як я буду 
5512;;Року добувати, 
5513;;То я буду 
5514;;Ночами втікати.
5515;;
5516;;– Як ти будеш 
5517;;Ночами втікати, 
5518;;То я буду 
5519;;В кандали кувати.
5520;;
5521;;– Не куй мене,
5522;;Мій пане, в кайдани,
5523;;Прикуй мене
5524;;В шинькарки до лави.
5525;;
5526;;Бо в шинькарки
5527;;Мед-горівка добра,
5528;;Шинькарова
5529;;Дівчина вподобна.
5530;;
5531;;Бо в шинькарки
5532;;Мед-горівка п’ється,
5533;;Шинькарова
5534;;Дівчина сміється.
5535;;
5536;Я Ж ДУМАЛА;Я ж думала, 
5537;;Що то місяць сходит, 
5538;;А то милий
5539;;По риночку ходит.
5540;;
5541;;А то милий
5542;;По риночку ходит, 
5543;;В правій руці
5544;;Сиву шапку носит.
5545;;
5546;;В правій руці
5547;;Сиву шапку носит, 
5548;;Хорошенько
5549;;Свого пана просит:
5550;;
5551;;– Ой пане мій, пане, 
5552;;Пусти ж мня додому, –
5553;;Бо захромів 
5554;;Мій кінь підо мною.
5555;;
5556;;– Я не скажу
5557;;Додому пускати, 
5558;;Але скажу 
5559;;Й коня відобрати.
5560;;
5561;;А я й скажу 
5562;;Й коня відобрати, 
5563;;Тебе скажу
5564;;В кандали забити!
5565;;
5566;;– Ой пане ж мій, пане,
5567;;Пусти мня додому:
5568;;Плаче, тужит
5569;;Дівчина за мною!
5570;;
5571;;– Вона тужит, –
5572;;Вона й перетужит,
5573;;Нехай козак
5574;;До году дослужит!
5575;;
5576;ТИХИЙ ДУНАЙ;Тихий Дунай 
5577;;Тихо воду несе.
5578;;Тихий Дунай 
5579;;Тихо воду несе.
5580;;
5581;;Ще тихіше
5582;;Дівка косу чеше.
5583;;Ще тихіше
5584;;Дівка косу чеше.
5585;;
5586;;Що зачеше, 
5587;;На Дунай занесе:
5588;;Що зачеше, 
5589;;На Дунай занесе:
5590;;
5591;;– Плини, косо, 
5592;;Вдогін за водою,
5593;;– Плини, косо, 
5594;;Вдогін за водою,
5595;;
5596;;А я піду
5597;;Слідом за тобою.
5598;;А я піду
5599;;Слідом за тобою.
5600;;
5601;ТИХИЙ ДУНАЙ;Тихий Дунай 
5602;;Тихо воду несе,
5603;;Тихий Дунай 
5604;;Тихо воду несе,
5605;;
5606;;Ще тихіше
5607;;Дівка косу чеше.
5608;;Ще тихіше
5609;;Дівка косу чеше.
5610;;
5611;;Що зачеше, 
5612;;На Дунай занесе:
5613;;Що зачеше, 
5614;;На Дунай занесе:
5615;;
5616;;– Пливи, косо, 
5617;;В долину з водою,
5618;;– Пливи, косо, 
5619;;В долину з водою,
5620;;
5621;;А я піду 
5622;;Слідом за тобою.
5623;;А я піду 
5624;;Слідом за тобою.
5625;;
5626;;Плила й коса, 
5627;;Аж під гайом стала.
5628;;Плила й коса, 
5629;;Аж під гайом стала.
5630;;
5631;;Там під гайом
5632;;Явір зелененький,
5633;;Там під гайом
5634;;Явір зелененький,
5635;;
5636;;Під явором 
5637;;Коник вороненький,
5638;;Під явором 
5639;;Коник вороненький,
5640;;
5641;;На конику 
5642;;Хлопець молоденький
5643;;На конику 
5644;;Хлопець молоденький
5645;;
5646;;Сидит собі, 
5647;;На скрипочку грає,
5648;;Сидит собі, 
5649;;На скрипочку грає,
5650;;
5651;;Струна в струну 
5652;;Й голос вимовляє:
5653;;Струна в струну 
5654;;Й голос вимовляє:
5655;;
5656;;– Нема стриму 
5657;;Вдовиному сину,
5658;;– Нема стриму 
5659;;Вдовиному сину,
5660;;
5661;;Звів з розуму 
5662;;Й молоду дівчину.
5663;;Звів з розуму 
5664;;Й молоду дівчину.
5665;;
5666;;Звівши, звівши, 
5667;;На коника сівши:
5668;;Звівши, звівши, 
5669;;На коника сівши:
5670;;
5671;;– Будь здорова, 
5672;;Моя чорноброва,
5673;;– Будь здорова, 
5674;;Моя чорноброва,
5675;;
5676;;Бо я ни твій, 
5677;;А ти вже ни моя.
5678;;Бо я ни твій, 
5679;;А ти вже ни моя.
5680;;
5681;ОЙ ТИХО, ТИХО;Ой тихо, тихо
5682;;Дунай воду несе, 
5683;;А ще тихіше
5684;;Дівка косу чеше.
5685;;А ще тихіше
5686;;Дівка косу чеше.
5687;;
5688;;Ой чеше, чеше
5689;;Та на Дунай несе: 
5690;;– Ой пливи, косо, 
5691;;Уплив за водою!
5692;;– Ой пливи, косо, 
5693;;Уплив за водою!
5694;;
5695;;Ой пливи, косo,
5696;;Уплив за водою, 
5697;;А я, молодая, 
5698;;Услід за тобою.
5699;;А я, молодая, 
5700;;Услід за тобою.
5701;;
5702;;А там, за Дунайом 
5703;;Явір зелененький, 
5704;;А там, під явором, 
5705;;Коник вороненький.
5706;;А там, під явором, 
5707;;Коник вороненький.
5708;;
5709;;А під явором 
5710;;Коник вороненький, 
5711;;А на конику 
5712;;Козак молоденький.
5713;;А на конику 
5714;;Козак молоденький.
5715;;
5716;;Ой сидить же він, 
5717;;На скрипочці грає, 
5718;;А до Дунаю 
5719;;Стиха промовляє:
5720;;А до Дунаю 
5721;;Стиха промовляє:
5722;;
5723;;– Ой нема краю
5724;;В тихому Дунаю,
5725;;Ой нема впину
5726;;Вдовиному сину.
5727;;Ой нема впину
5728;;Вдовиному сину.
5729;;
5730;;Ой нема впину
5731;;Вдовиному сину,
5732;;Що звів з розуму
5733;;Дівку-сиротину.
5734;;Що звів з розуму
5735;;Дівку-сиротину.
5736;;
5737;ОЙ У САДОЧКУ;Ой у садочку 
5738;;Там зацвіла ліщина, 
5739;;Заболів козак, 
5740;;Заплакала дівчина.
5741;;Заболів козак, 
5742;;Заплакала дівчина.
5743;;
5744;;– Ой ти, козаче, 
5745;;Що ж ти думаєш, 
5746;;Звів мене з ума, 
5747;;А тепер покидаєш.
5748;;Звів мене з ума, 
5749;;А тепер покидаєш.
5750;;
5751;;– Не я тебе звів, 
5752;;Звела темная нічка, 
5753;;Солодкий медок, 
5754;;Гіркая горілочка.
5755;;Солодкий медок, 
5756;;Гіркая горілочка.
5757;;
5758;;– Горілки не п’ю, 
5759;;Меду не вп’юся, 
5760;;Тепер я твоя, 
5761;;Я тебе не боюся.
5762;;Тепер я твоя, 
5763;;Я тебе не боюся.
5764;;
5765;;Козак молодий
5766;;На Вкраїну в’їжджає, 
5767;;Молода дівка
5768;;З козаком розмовляє:
5769;;Молода дівка
5770;;З козаком розмовляє:
5771;;
5772;;– Ой ти, козаче, 
5773;;Возьми цюю дитину, 
5774;;Бо як не візьмеш, 
5775;;То й під коня підкину
5776;;Бо як не візьмеш, 
5777;;То й під коня підкину
5778;;
5779;;– Як ти любила
5780;;Подаруночки брати, 
5781;;То й тепер люби
5782;;Мале дитя гойдати.
5783;;То й тепер люби
5784;;Мале дитя гойдати.
5785;;
5786;;– Не багато я
5787;;Подаруночків брала, 
5788;;Тільки дев’ять пар 
