Number of line;Title;Text
9685;;Половину добра вділю. 
9686;;
9687;;Йа сестричка послухала, 
9688;;Йа сестричка послухала, 
9689;;Йа в неділю поїхала. 
9690;;Йа в неділю поїхала. 
9691;;
9692;;Йа сестричка ще в дорозі, 
9693;;Йа сестричка ще в дорозі, 
9694;;Її братчик на порозі. 
9695;;Її братчик на порозі. 
9696;;
9697;;А сестричка доїжджає, 
9698;;А сестричка доїжджає, 
9699;;Брат квартіру запирає: 
9700;;Брат квартіру запирає: 
9701;;
9702;;– Сховай, жінко, хліб-сіль з стола, 
9703;;– Сховай, жінко, хліб-сіль з стола, 
9704;;Бо вже їде сестра моя. 
9705;;Бо вже їде сестра моя. 
9706;;
9707;;Сховай, жінко, хліб-сіль в скриню, 
9708;;Сховай, жінко, хліб-сіль в скриню, 
9709;;Бо вже їде йа в гостину. 
9710;;Бо вже їде йа в гостину. 
9711;;
9712;;– Ой стань, брате, не лякайся, 
9713;;– Ой стань, брате, не лякайся, 
9714;;З хлібом-сіллю не ховайся. 
9715;;З хлібом-сіллю не ховайся. 
9716;;
9717;;Я не прийшла обідати, 
9718;;Я не прийшла обідати, 
9719;;Тільки прийшла одвідати. 
9720;;Тільки прийшла одвідати. 
9721;;
9722;;Не так тебе, – дітей твоїх, 
9723;;Не так тебе, – дітей твоїх, 
9724;;Щоби знали цьоцю свою. 
9725;;Щоби знали цьоцю свою. 
9726;;
9727;;Щоби знали, пам’ятали, 
9728;;Щоби знали, пам’ятали, 
9729;;Щоб ся в роду не сватали. 
9730;;Щоб ся в роду не сватали. 
9731;;
9732;;В мене хата на помості, 
9733;;В мене хата на помості, 
9734;;Приїдь, брате, до нас в гості. 
9735;;Приїдь, брате, до нас в гості. 
9736;;
9737;;Обтикана калиною, 
9738;;Обтикана калиною, 
9739;;Приїдь, брате, йа з жоною. 
9740;;Приїдь, брате, йа з жоною. 
9741;;
9742;;Обтикана квіточками, 
9743;;Обтикана квіточками, 
9744;;Приїдь, брате, з діточками.
9745;;Приїдь, брате, з діточками. 
9746;;
9747;ПІД БІЛОЮ БЕРЕЗОЮ;Під білою березою 
9748;;Під білою березою 
9749;;Сидить братік із сестрою.
9750;;
9751;;Братік сидить, – листи пише, 
9752;;Братік сидить, – листи пише, 
9753;;Сестра сидить, – вишиває.
9754;;
9755;;Сестра сидить, – вишиває, 
9756;;Сестра сидить, – вишиває, 
9757;;Слізоньками обливає.
9758;;
9759;;– Ой чого ж ти, сестро, плачеш, 
9760;;– Ой чого ж ти, сестро, плачеш, 
9761;;Може хочеш від мене плати?
9762;;
9763;;– Я не хочу, брате, плати, 
9764;;– Я не хочу, брате, плати, 
9765;;Нас родила одна мати.
9766;;
9767;;Нас одна мати родила, 
9768;;Нас одна мати родила, 
9769;;Не одним щастям діліла.
9770;;
9771;;Тобі дала штири воли 
9772;;Тобі дала штири воли 
9773;;Ще й до того дві корови.
9774;;
9775;;Мені дала дві голочки, 
9776;;Мені дала дві голочки, 
9777;;Тяжкі-важкі мої зарібочки.
9778;;
9779;ПІД БІЛОЮ БЕРЕЗОЮ;Під білою березою 
9780;;Під білою березою 
9781;;Сидів братчик ще й з сестрою.
9782;;
9783;;Брат в сопілку виграває, 
9784;;Брат в сопілку виграває, 
9785;;Сестра сльози проливає:
9786;;
9787;;Єдна мати нас родила, 
9788;;Єдна мати нас родила, 
9789;;Ни по правді розділила.
9790;;
9791;;Тобі дала штири воли, 
9792;;Тобі дала штири воли, 
9793;;Мені дала дві голови.
9794;;
9795;;Мені дала дві голочки, 
9796;;Мені дала дві голочки, 
9797;;Та й на дрібні відрібочки.
9798;;
9799;;Щоб я шила-вишивала, 
9800;;Щоб я шила-вишивала, 
9801;;Хліба-солі заробляла.
9802;;
9803;;Хліба-солі заробляла, 
9804;;Хліба-солі заробляла, 
9805;;Дрібні діти годувала.
9806;;
9807;;– Прийдіт, сестро, йа в неділю, 
9808;;– Прийдіт, сестро, йа в неділю, 
9809;;Тобі добра свого вділю.
9810;;
9811;;Сестра коний пожичає 
9812;;Сестра коний пожичає 
9813;;Та й до брата виїжджає.
9814;;
9815;;Йа ще сестра йа в дорозі, 
9816;;Йа ще сестра йа в дорозі, 
9817;;Стоїт братчик йа в порозі.
9818;;
9819;;Йа вже сестра доїжджає, 
9820;;Йа вже сестра доїжджає, 
9821;;Брат до жінки розмовляє:
9822;;
9823;;– Сховай, жінко, хліб із стола, 
9824;;– Сховай, жінко, хліб із стола, 
9825;;Бо вже їде сестра моя.
9826;;
9827;;Йа сестра як се учула 
9828;;Йа сестра як се учула 
9829;;Та й від воріт ся вернула:
9830;;
9831;;– Я не прийшла й об’їдати, 
9832;;– Я не прийшла й об’їдати, 
9833;;Я лиш прийшла відвідати.
9834;;
9835;;Прийди, брате, ти до мене, 
9836;;Прийди, брате, ти до мене, 
9837;;Буду радя я для тебе.
9838;;
9839;;Моя хата з квіточками, 
9840;;Моя хата з квіточками, 
9841;;Прийди, брате, з діточками!
9842;;
9843;ПІД БІЛОЮ БЕРЕЗОЮ;Під білою березою 
9844;;Під білою березою 
9845;;Сидить братчик йа з сестрою.
9846;;
9847;;Братчик сидит, листи пише, 
9848;;Братчик сидит, листи пише, 
9849;;Сестра шиє, вишиває.
9850;;
9851;;Сестра шиє, вишиває, 
9852;;Сестра шиє, вишиває, 
9853;;Дрібні сльози проливає.
9854;;
9855;;– Ой чого ж ти, сестро, плачеш, 
9856;;– Ой чого ж ти, сестро, плачеш, 
9857;;Відай, же ти плати хочеш.
9858;;
9859;;– Я не хочу, брате, плати, 
9860;;– Я не хочу, брате, плати, 
9861;;Нас родила одна мати.
9862;;
9863;;Єдна мати нас родила, 
9864;;Єдна мати нас родила, 
9865;;Ни єднако поділила.
9866;;
9867;;Тобі дала штири воли, 
9868;;Тобі дала штири воли, 
9869;;Йа всі штири, як соколи.
9870;;
9871;;Міні дала дві голочки 
9872;;Міні дала дві голочки 
